-1.98,-7.25,-5.71,0.19,0.08,-0.08
-2.77,-7.57,-5.70,-0.03,-0.10,0.03
-2.42,-7.48,-5.96,0.02,0.00,-0.04
-2.62,-7.36,-5.77,0.07,-0.12,-0.03
-2.72,-7.28,-5.87,-0.02,0.14,0.06
-2.72,-7.00,-5.85,0.04,0.07,0.08
-2.92,-6.72,-5.92,0.23,0.30,0.02
-2.70,-6.38,-5.76,0.06,0.24,0.19
-3.02,-4.47,-5.35,0.37,0.72,0.39
-2.81,-4.57,-4.55,1.62,0.80,0.75
-3.94,-4.36,-3.65,1.98,1.08,1.13
-4.80,-3.05,-2.22,2.73,1.65,1.66
-6.66,-2.72,-1.00,3.40,2.36,2.41
-9.66,-2.28,0.94,4.16,3.10,3.29
-15.50,-2.72,4.86,4.37,4.08,4.18
-18.96,-7.47,4.06,4.37,4.37,4.37
-18.44,-9.81,1.54,4.37,4.37,4.17
-15.79,-7.07,3.23,0.90,4.10,3.38
-12.13,-5.31,2.59,-2.57,2.03,1.93
-11.12,-3.71,2.37,-3.77,0.81,1.04
-9.49,-3.70,1.37,-2.36,0.55,0.72
-7.43,-3.31,-0.10,-0.16,0.13,0.86
-7.56,-3.35,-0.27,1.26,-0.34,0.63
-7.53,-3.58,0.02,1.62,-0.85,0.03
-9.08,-4.40,-0.74,0.52,-1.44,-0.85
-11.48,-2.71,-2.45,-1.60,-1.88,-1.46
-12.00,-0.68,-3.29,-2.79,-1.35,-1.87
-10.32,0.36,-2.44,-1.84,-1.06,-1.84
-10.57,0.54,-1.24,-2.63,-0.70,-1.31
-9.62,3.34,-1.45,-2.42,0.13,-0.95
-9.25,1.48,-1.37,0.40,-0.18,-0.96
-9.36,-0.54,-1.65,0.78,-0.39,-0.67
-9.48,-2.04,-1.08,0.51,-0.46,-0.01
-10.18,-2.95,-0.79,0.46,-0.26,0.49
-10.52,-3.76,-0.59,-0.93,-0.12,0.55
-10.35,-3.15,-0.83,-2.16,-0.22,0.27
-10.03,-2.38,-1.48,-1.77,-0.24,-0.10
-10.39,-2.50,-1.51,-1.46,-0.08,-0.40
-10.02,-1.96,-1.14,-0.91,0.13,-0.70
-9.30,-1.88,-1.17,-0.26,0.24,-0.91
-8.36,-2.32,-1.50,0.07,0.33,-0.88
-8.55,-3.72,-1.16,-0.06,0.25,-0.76
-8.94,-5.91,-0.61,-0.26,-0.00,-1.13
-8.69,-8.00,-1.40,-0.72,-0.25,-1.65
-7.59,-9.38,-0.83,-0.44,-0.38,-2.17
-5.53,-10.35,-0.12,-1.47,-0.84,-2.60
-5.04,-9.54,0.61,-2.05,-1.44,-2.90
-5.06,-6.92,3.10,-1.72,-2.72,-2.88
-6.00,-5.91,2.80,-0.50,-3.57,-2.20
-6.48,-4.18,-1.18,0.19,-3.34,-1.21
-7.12,-8.01,-0.73,1.10,-2.07,-0.76
-3.95,-7.94,0.97,-0.32,-1.38,-0.28
-3.49,-8.41,1.57,-1.20,-1.53,-0.11
-3.79,-7.56,1.31,-0.97,-1.59,0.02
-3.91,-8.82,0.30,-0.73,-1.34,-0.15
-2.15,-9.59,-0.01,0.58,-0.85,-0.51
-1.36,-9.44,0.73,1.12,-0.63,-0.59
-2.31,-8.55,-0.29,0.40,-0.54,-0.28
-3.59,-8.31,-2.51,0.18,0.08,-0.03
-4.81,-8.08,-1.64,-1.34,1.33,0.07
-6.31,-8.87,1.99,-1.41,1.37,0.38
-7.22,-8.90,2.65,-1.23,0.86,0.43
-4.78,-6.43,-0.64,-0.93,0.74,0.61
-4.07,-8.67,0.26,0.18,0.61,0.74
-4.06,-10.46,-0.16,-1.11,0.37,0.68
-5.17,-9.46,-3.14,1.35,0.11,0.73
-4.21,-11.59,-3.88,-1.16,0.15,0.27
-2.93,-8.80,-4.77,-1.23,0.17,0.08
-2.26,-9.38,-4.79,-0.82,0.31,0.03
-1.70,-9.80,-4.90,-1.33,0.22,-0.07
-1.21,-10.25,-4.41,-1.71,-0.21,-0.35
-1.07,-10.30,-4.70,-2.33,-0.76,-0.81
-1.46,-9.29,-4.16,-2.61,-1.22,-1.37
-2.13,-8.02,-3.91,-2.57,-1.57,-1.85
-2.64,-7.40,-5.26,-2.60,-1.88,-2.18
-3.28,-7.33,-5.11,-2.16,-2.11,-2.33
