-2.15,-5.88,-7.21,-0.04,-0.01,0.24
-2.57,-5.93,-7.50,-0.12,-0.01,-0.05
-2.27,-5.77,-7.52,-0.05,0.04,-0.12
-2.30,-5.72,-7.64,-0.01,-0.01,0.00
-2.50,-5.74,-7.58,0.03,-0.01,0.02
-2.35,-5.73,-7.51,0.01,-0.03,0.05
-2.45,-5.76,-7.64,-0.02,-0.04,0.06
-2.37,-5.76,-7.40,-0.01,-0.03,0.03
-2.49,-5.73,-7.54,-0.13,-0.04,0.05
-2.57,-5.54,-7.71,-0.08,-0.04,0.03
-2.60,-5.53,-7.77,-0.00,0.00,0.05
-2.45,-5.69,-7.69,0.02,0.00,0.00
-2.48,-5.73,-7.69,-0.01,-0.00,-0.01
-2.49,-5.66,-7.71,0.02,0.01,-0.01
-2.53,-5.74,-8.01,0.07,-0.02,-0.01
-2.40,-5.57,-7.69,0.04,-0.09,-0.05
-2.54,-5.51,-7.26,-0.20,-0.14,-0.03
-2.67,-5.53,-7.51,-0.30,-0.07,-0.03
-2.50,-5.31,-7.62,-0.28,0.01,-0.00
-2.32,-5.23,-7.98,-0.33,0.01,0.00
-2.55,-5.15,-8.09,-0.23,-0.05,-0.04
-2.59,-4.66,-8.04,-0.22,-0.13,-0.17
-2.29,-5.23,-8.34,-0.48,-0.16,-0.37
-2.14,-4.97,-8.61,-0.73,-0.40,-0.43
-2.59,-4.27,-8.30,-0.58,-0.43,-0.32
-2.98,-4.52,-7.86,-0.28,-0.28,-0.15
-3.09,-4.51,-7.98,-0.22,-0.07,-0.03
-2.88,-4.10,-8.41,-0.21,0.12,0.07
-2.70,-3.96,-8.65,-0.03,0.26,0.10
-2.58,-4.04,-8.66,0.11,0.30,0.12
-2.39,-4.22,-8.72,0.10,0.26,0.09
-2.32,-4.25,-8.66,0.04,0.15,0.05
-2.45,-4.05,-8.66,-0.03,0.07,0.01
-2.26,-4.07,-8.64,0.10,0.04,-0.01
-2.12,-4.30,-8.66,0.05,0.00,0.02
-2.18,-4.17,-8.69,0.00,-0.06,0.05
-2.30,-4.12,-8.62,-0.00,-0.08,0.09
-2.35,-4.15,-8.57,-0.05,-0.08,0.06
