10.66,-8.44,-3.79,-1.65,4.38,2.79,2.92,-2.57,1.69,-11.07,-0.21,0.21,-0.87,0.17,0.54,0.51,2.06,1.55,1.57,2.09,2.30,2.29,0.65,0.95,0.70
9.98,-7.52,-4.70,-0.57,2.83,3.49,1.34,-7.85,-2.26,2.11,-0.80,-0.48,0.56,-0.60,-0.72,-0.74,1.16,1.01,0.96,-0.02,0.46,0.35,-0.02,0.47,0.31
10.07,-4.52,-8.08,-1.56,2.19,1.88,2.50,-2.26,0.46,-2.11,-0.55,0.10,-0.39,-0.90,-0.80,-0.86,1.02,1.22,1.09,0.21,0.93,0.46,0.17,0.69,0.41
10.63,-3.05,-6.86,-4.09,4.78,3.63,2.46,4.28,1.63,-1.49,0.25,0.18,-0.13,-1.12,0.49,-0.47,1.84,1.95,1.35,1.35,1.51,2.09,0.38,0.57,0.84
9.63,0.30,8.72,-3.16,2.03,0.75,1.56,0.56,0.14,2.12,0.37,0.12,0.67,-0.23,-0.04,-0.05,0.98,0.54,1.03,0.21,0.08,0.27,0.40,0.15,0.27
10.04,5.23,-4.18,-3.61,1.56,5.88,2.55,6.87,-6.24,-2.33,0.75,-0.42,-0.59,0.64,0.10,0.88,0.89,0.61,0.59,0.02,-0.00,0.27,0.03,-0.01,0.52
9.98,2.71,-9.28,-0.85,1.52,1.11,1.76,0.41,-0.65,-1.12,0.24,-0.33,-0.42,0.11,0.22,0.38,0.72,0.39,0.41,0.12,0.08,0.08,0.44,0.50,0.26
9.88,1.14,-9.14,0.14,1.13,1.43,3.31,0.01,-1.57,1.44,0.01,-0.33,0.38,0.19,-0.01,0.10,1.64,0.47,0.31,-0.02,0.06,-0.14,-0.02,0.42,-0.27
9.92,1.44,-8.99,1.09,1.10,1.23,3.54,0.08,-1.09,2.08,0.06,-0.25,0.53,0.33,-0.12,0.04,1.68,0.45,0.28,-0.06,0.02,-0.09,-0.08,0.16,-0.20
9.84,-1.76,-8.55,3.61,1.91,0.75,1.99,0.80,0.79,2.94,0.56,0.53,0.77,-0.26,0.24,0.19,0.56,0.35,0.43,0.05,0.11,0.04,0.25,0.77,0.17
9.67,-5.43,-7.48,-0.53,2.28,1.69,0.85,-3.29,0.49,-0.60,-0.85,0.34,-0.31,-0.02,0.03,0.37,1.01,0.16,0.78,0.01,-0.01,-0.04,0.09,-0.11,-0.05
10.09,-6.19,-5.81,-1.25,4.46,4.03,1.98,4.03,-0.79,2.70,0.22,-0.10,0.31,-0.10,0.12,-0.77,1.59,0.59,2.15,0.45,-0.25,0.15,0.48,-0.20,0.05
10.22,0.54,-1.64,-4.48,7.40,5.40,3.01,27.98,-9.43,-10.69,0.70,-0.58,-0.48,-0.13,0.11,-1.23,1.29,0.67,1.73,0.44,-0.16,0.16,0.52,-0.14,0.07
9.69,6.98,2.01,-6.12,1.31,1.33,1.46,0.16,-0.50,-0.10,0.09,-0.26,-0.05,0.08,0.12,0.20,0.56,0.38,0.67,0.08,0.16,0.28,0.36,0.62,0.73
10.19,-0.05,-1.39,-4.46,7.96,4.37,1.52,18.57,-3.09,-7.01,0.53,-0.47,-0.58,0.20,-0.06,1.19,0.95,0.68,1.52,0.25,-0.61,-0.37,0.39,-0.60,-0.26
10.58,-8.29,-2.57,-3.84,3.14,3.41,1.52,-8.04,-0.13,0.78,-0.75,-0.03,0.16,-0.16,-0.09,0.88,1.07,0.73,1.60,0.20,-0.80,-0.19,0.26,-0.68,-0.11
10.09,-4.53,0.35,-4.83,6.41,3.33,3.34,16.17,8.74,8.86,0.76,0.78,0.41,-0.59,1.23,-0.64,0.84,1.41,0.83,-0.04,-1.08,0.13,-0.03,-0.92,0.18
9.90,4.22,0.99,-4.10,6.00,3.75,4.31,11.24,13.20,17.04,0.50,0.82,0.66,-0.52,0.76,-0.25,0.66,1.80,1.14,-0.30,-1.83,0.11,-0.25,-0.89,0.14
9.98,7.81,-0.66,-4.63,0.63,2.51,3.47,0.23,7.12,0.24,0.14,0.82,0.11,-0.14,-0.41,0.40,0.40,0.56,0.39,0.07,-0.04,-0.14,0.30,-0.18,-0.88
10.33,6.24,-3.10,-7.58,0.40,0.79,0.70,0.05,0.27,-0.10,0.16,0.49,-0.37,-0.03,0.06,-0.13,0.31,0.23,0.27,0.00,-0.06,-0.00,0.04,-0.88,-0.01
9.74,4.72,6.47,0.76,2.98,3.67,2.96,-9.51,7.23,-3.50,-0.87,0.67,-0.40,0.08,0.74,-0.53,0.89,0.57,0.45,-0.07,-0.05,0.14,-0.15,-0.18,0.36
