3.99,-7.26,-5.91,-0.38,0.04,-0.09
4.13,-6.62,-6.05,0.11,-0.23,-0.11
4.04,-6.79,-5.88,0.26,-0.25,-0.03
3.82,-6.70,-6.12,0.11,-0.18,-0.01
3.76,-6.82,-6.09,0.03,-0.06,-0.01
3.93,-6.69,-5.93,0.05,-0.10,-0.01
3.85,-6.66,-5.81,0.07,-0.18,-0.00
3.66,-6.63,-5.83,0.06,-0.18,0.05
3.52,-6.69,-5.80,-0.01,-0.22,0.10
3.43,-6.42,-5.78,-0.08,-0.27,0.11
3.06,-5.56,-5.78,-0.03,-0.32,0.19
2.68,-5.16,-5.62,-0.14,-0.48,0.32
1.75,-5.09,-5.44,0.06,-0.77,0.51
1.51,-5.59,-5.50,1.05,-0.93,0.77
0.36,-7.99,-4.50,0.94,-0.91,0.96
0.30,-7.28,-5.03,0.02,-0.85,1.32
-0.84,-7.03,-4.44,0.06,-0.88,1.53
-1.96,-8.12,-4.83,-0.20,-0.81,1.74
-2.97,-8.18,-5.88,-0.04,-1.04,1.75
-3.34,-8.24,-6.00,0.90,-0.99,1.62
-3.98,-9.34,-5.71,2.16,-0.78,1.63
-4.08,-9.89,-4.63,1.35,-0.53,1.41
-4.45,-8.94,-4.66,0.40,-0.35,1.45
-5.01,-7.31,-4.09,0.46,-0.19,1.47
-5.52,-7.56,-4.05,0.90,-0.03,1.44
-5.87,-7.21,-3.50,0.78,-0.14,1.36
-6.38,-6.34,-3.05,0.92,-0.19,1.44
-7.15,-6.14,-2.67,1.37,-0.24,1.45
-8.05,-5.88,-2.10,1.22,-0.06,1.39
-8.66,-5.90,-1.72,0.59,-0.04,1.34
-9.06,-5.69,-1.46,-0.51,-0.32,1.11
-9.63,-5.07,-1.24,-0.95,-0.30,0.73
-9.16,-4.24,-1.67,-0.38,-0.10,0.39
-8.84,-3.83,-1.64,0.01,-0.09,0.14
-8.64,-3.46,-1.56,-0.14,-0.11,0.15
-8.90,-3.31,-1.53,-0.19,0.07,0.26
-9.00,-3.17,-1.84,-0.18,0.06,0.25
-9.16,-3.23,-1.77,-0.20,-0.07,0.20
-9.19,-3.19,-1.80,-0.41,-0.05,0.14
-9.14,-2.95,-1.83,-0.20,-0.01,0.05
-8.97,-3.04,-1.84,-0.18,-0.02,0.02
-9.07,-2.82,-1.84,-0.35,-0.03,0.02
-9.08,-2.65,-1.89,-0.34,-0.03,0.01
-9.08,-2.54,-1.91,-0.43,-0.05,-0.01
-9.05,-2.48,-1.91,-0.31,-0.04,-0.02
-9.09,-2.68,-1.93,-0.31,-0.04,-0.05
-9.00,-2.57,-2.06,-0.27,-0.09,-0.09
-8.96,-2.62,-2.04,-0.17,-0.06,-0.13
-8.93,-2.90,-2.20,-0.09,0.00,-0.16
-8.70,-2.94,-2.01,-0.08,0.05,-0.25
-8.46,-2.93,-1.94,-0.12,0.06,-0.27
-8.50,-2.86,-1.88,-0.15,0.02,-0.27
-8.61,-2.91,-1.90,0.05,0.06,-0.27
-8.43,-3.23,-1.91,0.30,0.04,-0.21
-8.37,-3.44,-1.59,0.17,-0.01,-0.18
-8.55,-3.79,-1.89,-0.12,-0.10,-0.12
-8.74,-3.38,-1.94,-0.43,-0.25,-0.11
-8.95,-3.31,-2.16,-0.27,-0.21,-0.00
-9.00,-3.46,-2.07,-0.08,-0.18,-0.04
-9.35,-3.60,-2.12,-0.28,-0.17,-0.03
-9.26,-3.31,-2.14,-0.19,-0.07,-0.08
-9.02,-3.29,-2.19,0.29,0.01,-0.17
-8.73,-3.87,-2.13,0.48,-0.05,-0.13
-8.95,-4.05,-2.26,0.25,-0.05,-0.06
-9.12,-4.11,-2.19,0.21,0.04,-0.03
-8.91,-4.11,-2.12,0.18,0.07,-0.03
-8.75,-4.00,-1.95,0.19,0.11,-0.02
-8.70,-4.07,-2.07,0.16,0.10,0.01
-8.75,-4.09,-1.99,0.03,0.12,0.04
-8.55,-3.96,-2.09,0.02,0.18,0.06
-8.25,-3.75,-1.86,0.22,0.18,0.03
-8.57,-3.91,-2.01,0.31,0.10,0.09
-8.97,-4.26,-2.10,0.10,0.04,0.19
-8.87,-3.87,-2.22,-0.16,0.10,0.13
-8.82,-3.57,-2.25,-0.02,0.12,0.07
-8.75,-3.32,-2.03,0.10,0.20,0.01
-8.52,-3.28,-1.94,0.39,0.20,0.02
-8.41,-3.62,-1.95,0.28,0.07,0.06
-8.36,-3.59,-2.03,0.08,-0.02,0.15
-8.32,-3.62,-2.22,0.13,-0.07,0.20
-8.49,-3.84,-2.17,0.23,-0.06,0.21
-8.68,-3.96,-2.19,0.16,-0.07,0.15
-8.78,-4.14,-2.07,-0.03,-0.11,0.05
-8.70,-3.94,-1.97,-0.20,-0.12,-0.05
-8.67,-3.65,-1.81,-0.15,-0.09,-0.02
-8.62,-3.60,-1.78,-0.00,-0.07,0.11
-8.78,-3.57,-1.65,0.04,-0.01,0.20
-8.90,-3.66,-1.80,0.00,-0.04,0.23
-9.01,-3.31,-1.69,-0.05,-0.02,0.14
-8.85,-3.26,-1.77,-0.03,-0.08,0.05
-8.84,-3.11,-1.59,-0.17,-0.16,0.04
-8.86,-3.09,-1.74,-0.41,-0.27,0.09
-8.77,-3.01,-1.75,-0.47,-0.27,0.13
-9.26,-3.06,-1.83,-0.52,-0.22,0.13
-9.16,-2.94,-2.04,-0.39,-0.19,0.09
-8.97,-2.88,-1.99,-0.29,-0.11,-0.00
-9.04,-2.80,-1.96,-0.00,0.01,-0.08
-9.12,-2.88,-1.88,-0.01,0.00,-0.14
-9.16,-2.68,-1.79,-0.04,0.05,-0.14
-9.05,-2.67,-1.73,0.05,0.04,-0.12
-8.75,-2.61,-1.68,-0.12,-0.09,0.11
-8.77,-2.76,-1.67,-0.12,-0.13,0.18
-8.96,-2.88,-1.71,-0.24,-0.18,0.23
-9.30,-2.77,-1.85,-0.23,-0.16,0.20
-9.43,-2.82,-1.92,-0.10,-0.09,0.11
-9.33,-2.62,-1.96,-0.05,0.00,0.01
-9.11,-2.43,-1.96,0.05,0.05,-0.02
-9.15,-2.29,-1.93,0.20,0.12,-0.03
-9.01,-2.56,-1.84,0.23,0.13,0.01
-9.07,-2.75,-1.80,-0.12,0.03,0.02
-9.11,-2.44,-1.86,-0.27,0.00,-0.01
-9.02,-2.40,-1.81,-0.06,0.03,0.00
-9.00,-2.56,-1.81,-0.07,0.01,0.03
-9.02,-2.56,-1.84,-0.09,0.00,-0.00
-9.05,-2.46,-1.91,0.00,0.01,-0.04
-9.02,-2.54,-1.87,0.08,0.02,-0.04
-9.09,-2.56,-1.87,0.03,-0.00,-0.04
-9.18,-2.51,-1.90,0.06,-0.01,-0.06
-9.15,-2.54,-1.95,0.05,-0.02,-0.05
-9.08,-2.54,-2.03,0.00,-0.04,-0.04
-9.10,-2.47,-1.97,0.08,-0.01,-0.02
-9.06,-2.62,-1.97,0.08,-0.01,0.02
-9.08,-2.64,-1.95,0.01,-0.02,0.04
-9.10,-2.62,-1.94,0.03,-0.01,0.02
-9.12,-2.63,-1.95,0.05,-0.00,-0.00
-9.10,-2.57,-1.89,0.07,0.01,-0.01
-9.05,-2.62,-1.88,0.04,-0.02,-0.00
-9.08,-2.53,-1.92,-0.04,-0.04,0.01
-9.07,-2.61,-1.90,-0.02,-0.06,0.02
-9.10,-2.54,-1.90,-0.01,-0.07,0.04
-9.11,-2.59,-1.87,-0.00,-0.06,0.04
-9.11,-2.62,-1.86,0.01,-0.04,0.05
-9.12,-2.67,-1.90,-0.01,-0.04,0.05
-9.15,-2.64,-1.90,0.04,-0.03,0.02
-9.12,-2.69,-1.88,0.04,-0.02,0.00
-9.16,-2.62,-1.94,-0.02,-0.04,0.01
-9.15,-2.62,-1.98,0.01,-0.02,0.00
-9.11,-2.59,-2.02,0.00,-0.00,-0.00
-9.19,-2.60,-1.98,0.03,0.01,-0.00
-9.10,-2.67,-1.94,0.01,0.03,0.00
-9.00,-2.63,-1.89,-0.04,0.03,-0.00
-9.00,-2.51,-1.81,0.01,0.04,-0.00
-9.04,-2.64,-1.80,0.04,0.03,0.00
-9.11,-2.63,-1.78,-0.01,-0.02,-0.01
-9.09,-2.53,-1.82,0.01,-0.02,-0.03
-9.05,-2.56,-1.83,-0.02,-0.03,-0.02
-9.12,-2.60,-1.92,-0.05,-0.06,0.01
-9.14,-2.63,-2.03,-0.07,-0.06,0.01
-9.09,-2.63,-2.03,-0.05,-0.04,-0.01
-9.00,-2.58,-1.98,-0.04,-0.01,-0.01
-9.04,-2.60,-1.91,-0.06,-0.01,0.01
-9.07,-2.59,-1.84,-0.03,0.02,0.00
-9.05,-2.60,-1.78,-0.02,0.01,-0.02
-9.09,-2.58,-1.79,-0.00,-0.01,-0.01
-9.08,-2.63,-1.84,-0.03,-0.02,-0.01
-9.10,-2.58,-1.91,-0.04,-0.03,-0.03
-9.02,-2.53,-1.89,-0.02,-0.02,-0.03
-9.03,-2.55,-1.93,-0.04,-0.03,0.01
-9.04,-2.64,-1.98,-0.04,-0.04,0.01
-9.08,-2.67,-2.00,-0.08,-0.03,-0.00
-9.08,-2.65,-1.97,0.02,0.00,-0.03
-9.08,-2.74,-1.91,0.02,-0.02,-0.06
-9.04,-2.67,-1.92,-0.01,-0.02,-0.05
-9.07,-2.57,-1.96,-0.06,-0.04,-0.04
-9.14,-2.59,-2.01,-0.01,-0.03,-0.02
-9.16,-2.60,-1.99,-0.07,-0.00,0.02
-9.03,-2.57,-2.06,-0.05,0.01,0.02
-9.11,-2.64,-1.97,-0.01,-0.00,0.01
-9.08,-2.60,-1.98,-0.01,0.02,0.01
-9.06,-2.61,-1.96,0.04,0.01,0.01
-9.00,-2.63,-1.94,-0.02,-0.00,0.01
-9.00,-2.59,-1.96,-0.01,-0.00,0.03
-9.01,-2.64,-1.95,-0.01,-0.02,0.04
-9.06,-2.70,-1.94,0.02,-0.02,0.03
-9.07,-2.70,-1.96,0.02,-0.03,0.00
-9.06,-2.65,-1.94,0.06,-0.01,-0.02
-9.04,-2.69,-2.01,0.00,-0.01,-0.01
-9.06,-2.60,-2.08,0.00,-0.01,-0.01
-9.08,-2.65,-2.07,0.04,-0.02,-0.04
-9.11,-2.56,-2.08,0.03,-0.01,-0.04
-9.10,-2.62,-2.09,0.03,-0.00,-0.01
-9.12,-2.62,-2.13,-0.01,-0.01,0.01
-9.07,-2.63,-2.10,0.01,0.02,0.01
-9.08,-2.69,-2.06,0.01,0.01,0.02
-9.06,-2.67,-1.98,0.01,0.02,0.02
-9.03,-2.72,-2.02,0.02,0.01,0.02
-8.98,-2.68,-2.06,0.00,-0.00,0.03
-9.02,-2.71,-2.07,0.00,-0.00,0.03
-9.03,-2.71,-2.08,-0.05,-0.01,0.03
-9.03,-2.67,-2.12,-0.04,-0.02,0.02
-9.05,-2.62,-2.10,0.01,-0.00,0.00
-9.03,-2.61,-2.13,0.03,0.01,0.00
-9.02,-2.62,-2.14,0.06,0.02,-0.00
-9.02,-2.62,-2.13,0.04,0.02,-0.00
-9.01,-2.58,-2.12,0.02,0.01,0.01
-9.00,-2.61,-2.09,0.04,0.01,0.01
-8.99,-2.62,-2.05,0.03,0.02,0.02
-8.96,-2.64,-2.01,0.05,0.01,0.01
-8.97,-2.61,-1.97,0.06,0.00,-0.01
-9.03,-2.68,-2.06,0.03,-0.03,0.01
-9.06,-2.57,-2.21,0.03,-0.02,-0.01
-9.04,-2.56,-2.20,0.03,-0.01,0.02
-9.00,-2.62,-2.17,0.03,-0.01,0.03
-9.02,-2.66,-2.13,0.02,-0.01,0.04
-9.02,-2.70,-2.13,0.02,-0.01,0.04
-9.05,-2.70,-2.14,0.01,-0.02,0.02
-9.03,-2.68,-2.13,0.04,-0.01,-0.00
-9.01,-2.66,-2.11,0.02,-0.01,-0.01
-9.03,-2.57,-2.07,0.04,-0.01,-0.01
-9.03,-2.63,-2.15,0.02,-0.03,0.00
-9.06,-2.59,-2.20,-0.01,-0.03,0.01
-9.02,-2.58,-2.17,0.04,-0.01,-0.00
-9.04,-2.58,-2.11,0.02,-0.01,0.01
-9.05,-2.64,-2.07,0.03,-0.01,0.02
-9.01,-2.62,-2.08,0.01,-0.01,0.01
-9.01,-2.63,-2.04,0.03,-0.01,0.00
-9.03,-2.64,-2.05,0.02,-0.02,0.01
-9.06,-2.67,-2.07,0.03,-0.03,-0.00
-9.06,-2.65,-2.15,-0.01,-0.03,-0.00
-9.09,-2.60,-2.12,0.02,-0.02,0.00
-9.12,-2.64,-2.14,0.00,-0.01,0.01
-9.06,-2.59,-2.16,-0.01,-0.01,0.02
-9.01,-2.54,-2.13,0.01,0.01,0.02
-8.99,-2.59,-2.08,0.02,0.00,0.03
-9.05,-2.64,-2.04,0.01,-0.01,0.03
-9.02,-2.60,-2.07,0.01,-0.01,0.01
-9.00,-2.59,-2.10,0.02,-0.02,0.01
-8.99,-2.59,-2.10,0.03,-0.01,0.01
