9.82,-1.58,-4.88,-7.50,3.57,1.31,1.14,2.81,0.25,0.81,0.60,0.17,0.20,0.06,0.22,-0.37,1.03,0.57,0.76,-0.08,-0.36,0.06,-0.14,-0.83,0.08
9.99,4.12,-8.60,-0.51,1.23,1.19,2.48,0.70,-0.02,2.29,0.48,-0.01,0.75,0.61,-0.20,-0.11,0.80,0.36,0.39,0.06,0.08,0.05,0.22,0.57,0.15
9.98,4.96,-6.86,-2.14,1.23,1.87,4.37,-0.11,-5.62,2.87,-0.05,-0.69,0.54,-0.30,-0.29,0.04,1.34,0.45,0.56,-0.11,-0.05,-0.37,-0.18,-0.18,-0.50
9.85,2.49,-5.39,-6.83,2.68,0.82,2.86,-0.14,-0.48,4.68,-0.06,-0.20,0.61,-0.62,-0.21,0.44,1.10,0.40,0.42,-0.05,-0.15,-0.01,-0.12,-0.89,-0.03
9.81,-1.80,-5.81,-6.91,3.33,0.92,0.73,1.28,0.25,-0.46,0.42,0.37,-0.19,0.05,0.27,-0.29,0.54,0.48,0.56,-0.08,-0.26,0.07,-0.29,-0.95,0.23
9.77,4.37,-6.41,-4.05,1.44,1.69,3.84,-1.85,-5.29,3.98,-0.76,-0.82,0.72,-0.40,-0.15,0.16,1.04,0.44,0.37,-0.13,0.04,-0.10,-0.28,0.23,-0.27
10.09,0.70,-6.22,-7.05,3.22,1.52,1.07,2.42,-1.26,-1.29,0.50,-0.78,-0.37,-0.11,-0.28,0.34,0.88,0.27,0.46,0.05,-0.09,0.02,0.21,-0.72,0.04
10.03,-3.06,-7.68,-5.57,1.13,0.81,0.46,0.03,0.28,0.33,0.03,0.77,0.63,0.02,0.10,-0.24,0.28,0.32,0.60,-0.02,-0.18,0.00,-0.24,-0.97,0.02
9.86,0.17,-6.47,-6.26,3.16,2.31,1.52,4.66,-2.05,-1.38,0.64,-0.58,-0.29,0.13,0.17,-0.29,1.31,0.38,0.67,-0.16,-0.21,0.42,-0.33,-0.81,0.48
9.72,3.49,-7.00,-3.43,0.84,2.66,3.81,-0.43,-8.30,1.92,-0.19,-0.82,0.60,0.42,-0.09,-0.17,1.30,0.39,0.40,-0.16,0.01,0.41,-0.32,0.03,0.78
9.85,4.31,-8.03,-1.24,0.93,1.48,3.18,0.59,-2.46,0.87,0.43,-0.52,0.29,-0.26,-0.24,0.05,1.16,0.31,0.51,-0.11,-0.00,-0.29,-0.31,-0.00,-0.48
9.75,2.56,-6.60,-4.87,2.69,1.15,3.70,-0.32,-2.53,5.76,-0.10,-0.60,0.58,-0.47,-0.25,0.47,1.04,0.30,0.46,-0.13,-0.09,0.02,-0.43,-0.67,0.05
9.92,-1.60,-6.60,-6.70,2.50,0.78,0.89,1.57,-0.43,-1.36,0.80,-0.63,-0.61,0.17,-0.16,0.32,0.28,0.27,0.37,-0.01,-0.08,0.01,-0.17,-0.84,0.07
9.81,-1.90,-7.37,-5.53,2.65,0.84,0.69,1.41,-0.29,-0.63,0.63,-0.50,-0.34,-0.12,0.14,-0.33,0.39,0.30,0.44,-0.01,-0.12,0.05,-0.10,-0.91,0.32
9.97,3.85,-8.32,-2.56,1.09,1.04,2.56,0.03,-1.37,2.31,0.03,-0.51,0.83,0.57,-0.16,-0.13,0.19,0.29,0.25,0.02,0.05,0.03,0.34,0.71,0.55
9.65,5.19,-7.92,-0.27,0.90,1.43,1.09,0.97,-0.43,0.31,0.75,-0.28,0.31,0.07,0.01,0.00,0.72,0.54,0.70,-0.12,0.23,0.06,-0.30,0.62,0.13
9.82,2.60,-8.30,-1.56,3.64,1.86,1.80,3.56,0.73,5.38,0.53,0.22,0.82,-0.37,0.07,0.50,0.67,0.50,0.70,0.05,0.04,0.15,0.16,0.12,0.32
9.91,-1.81,-9.40,-1.31,2.03,0.88,0.53,0.65,-0.41,-0.13,0.37,-0.87,-0.12,-0.22,0.02,-0.34,0.89,0.08,0.57,0.02,-0.02,0.29,0.29,-0.37,0.58
9.93,3.78,-7.17,-2.85,1.25,2.87,3.89,-1.02,-9.25,3.51,-0.28,-0.83,0.72,0.68,-0.26,-0.12,1.06,0.35,0.36,0.23,0.09,0.28,0.62,0.75,0.73
9.68,5.13,-7.87,-0.46,0.91,1.80,1.44,1.27,-1.93,-0.45,0.78,-0.74,-0.34,-0.02,-0.09,0.14,0.79,0.55,0.94,-0.06,0.36,0.24,-0.14,0.69,0.33
9.78,1.91,-8.41,-1.39,3.88,2.04,1.06,5.39,-1.35,-0.19,0.68,-0.63,-0.05,-0.30,0.12,0.55,0.70,0.40,0.87,0.09,0.15,0.42,0.33,0.42,0.70
9.85,-2.83,-9.42,-0.49,0.10,0.32,0.15,0.03,-0.04,-0.01,0.82,-0.86,-0.82,0.04,-0.01,-0.03,0.06,0.04,0.10,0.00,0.00,0.00,0.77,0.78,0.32
9.79,-0.39,-7.84,-2.56,2.79,3.00,3.40,6.39,-9.96,-7.21,0.76,-0.97,-0.76,-0.51,-0.10,-0.41,1.20,0.21,0.55,0.01,-0.02,0.32,0.04,-0.17,0.48
9.84,5.08,-6.39,-2.81,1.39,1.65,4.29,-1.36,-5.30,4.68,-0.60,-0.75,0.79,-0.53,-0.24,0.08,1.10,0.33,0.57,-0.14,-0.03,-0.20,-0.39,-0.17,-0.33
9.96,1.75,-5.90,-6.68,3.27,1.43,2.17,2.12,-0.83,2.33,0.45,-0.27,0.33,-0.28,-0.34,0.45,1.08,0.39,0.35,-0.13,-0.07,-0.09,-0.30,-0.51,-0.25
9.82,-1.90,-7.43,-5.24,2.63,1.67,1.34,3.33,-1.00,-0.82,0.76,-0.45,-0.23,-0.26,0.13,-0.31,1.11,0.40,0.68,-0.15,-0.19,-0.18,-0.34,-0.72,-0.23
10.00,1.39,-7.47,-5.19,2.79,2.14,2.10,2.08,-3.05,0.63,0.35,-0.68,0.11,0.21,0.16,-0.34,1.34,0.39,0.69,-0.19,-0.17,-0.03,-0.36,-0.63,-0.03
9.90,5.15,-6.19,-4.11,1.58,1.94,3.31,-0.44,-3.76,3.74,-0.14,-0.58,0.71,-0.36,-0.35,0.10,0.81,0.44,0.72,-0.13,-0.13,-0.06,-0.35,-0.40,-0.10
9.94,1.49,-5.78,-6.71,3.71,1.76,1.66,5.14,0.51,0.83,0.78,0.18,0.14,-0.00,-0.32,0.54,0.70,0.52,0.56,-0.06,-0.18,-0.07,-0.16,-0.63,-0.18
9.81,-1.79,-7.83,-4.60,2.56,1.68,1.53,2.36,-1.95,-1.01,0.55,-0.76,-0.26,-0.19,0.07,-0.34,1.17,0.22,0.59,-0.17,-0.06,0.20,-0.65,-0.49,0.29
9.76,5.58,-7.47,-0.71,1.22,2.06,1.68,1.97,-1.98,-0.59,0.78,-0.57,-0.29,-0.03,-0.09,-0.06,1.05,0.35,0.67,-0.10,0.04,0.32,-0.26,0.19,0.46
9.97,0.50,-6.08,-6.69,3.28,2.10,1.67,4.93,-3.13,-3.73,0.71,-0.89,-0.68,0.05,-0.31,0.33,1.01,0.35,0.34,0.02,-0.09,0.12,0.06,-0.73,0.35
9.91,-4.15,-8.45,-3.08,0.17,0.61,0.18,0.06,0.06,-0.00,0.56,0.53,-0.12,-0.00,-0.01,-0.03,0.10,0.07,0.17,0.01,0.01,0.01,0.88,0.89,0.87
9.77,-1.24,-7.26,-4.81,3.18,2.15,2.16,5.89,-3.68,-6.01,0.86,-0.79,-0.87,-0.24,0.09,-0.37,0.98,0.38,0.65,-0.25,-0.14,0.30,-0.66,-0.57,0.47
9.73,4.90,-7.84,-1.18,1.45,1.57,1.96,1.45,-0.39,1.60,0.64,-0.13,0.56,0.30,-0.13,-0.14,0.91,0.39,0.43,-0.01,0.10,0.06,-0.03,0.60,0.15
9.80,4.90,-5.79,-4.26,1.66,1.77,3.93,-2.11,-4.87,5.62,-0.72,-0.70,0.86,-0.44,-0.23,0.12,1.03,0.37,0.44,0.00,0.03,-0.13,0.00,0.20,-0.28
10.13,1.21,-5.51,-7.53,3.35,1.61,1.20,1.53,-1.34,-0.28,0.28,-0.69,-0.07,-0.11,-0.35,0.41,1.02,0.67,0.33,0.12,-0.08,-0.07,0.17,-0.38,-0.22
9.82,-1.74,-6.84,-5.83,3.05,1.53,1.36,4.11,-1.23,-2.69,0.88,-0.59,-0.65,-0.30,0.22,-0.33,0.60,0.50,0.50,-0.12,-0.19,0.04,-0.38,-0.74,0.14
9.80,5.50,-7.23,-0.74,1.54,2.23,2.55,2.80,-3.56,-2.15,0.82,-0.63,-0.55,-0.32,-0.30,-0.03,0.92,0.51,0.72,-0.18,-0.01,-0.09,-0.38,-0.03,-0.13
9.79,4.92,-4.65,-5.62,2.02,2.04,3.34,-2.13,-4.04,5.31,-0.52,-0.59,0.79,-0.69,-0.23,0.27,0.91,0.47,0.65,-0.10,-0.08,0.23,-0.24,-0.26,0.39
10.03,0.07,-5.32,-7.30,3.51,2.20,1.66,5.12,-2.93,-3.93,0.66,-0.80,-0.67,0.15,-0.36,0.31,0.89,0.55,0.30,0.07,-0.09,0.10,0.14,-0.53,0.37
9.85,-3.01,-8.22,-4.08,1.90,0.80,0.38,0.53,0.09,0.17,0.35,0.29,0.24,-0.14,0.13,-0.31,0.62,0.33,0.58,-0.11,-0.16,0.12,-0.54,-0.82,0.33
9.81,5.36,-7.51,-1.24,1.62,2.10,1.82,2.50,-2.23,-0.77,0.73,-0.58,-0.26,-0.17,-0.18,-0.08,0.97,0.38,0.64,-0.06,0.04,-0.06,-0.15,0.15,-0.10
9.76,4.80,-5.03,-5.30,2.04,1.73,3.55,-1.75,-4.17,5.70,-0.50,-0.68,0.79,-0.49,-0.20,0.20,0.98,0.37,0.54,-0.01,-0.00,0.13,-0.04,-0.01,0.25
10.00,0.26,-5.79,-7.06,3.23,2.22,1.70,5.60,-2.59,-4.43,0.78,-0.69,-0.81,0.20,-0.30,0.32,0.77,0.49,0.37,-0.00,-0.12,0.14,-0.00,-0.64,0.48
9.90,-4.04,-8.20,-3.80,0.22,0.45,0.09,0.08,-0.02,-0.01,0.85,-0.47,-0.33,0.08,-0.01,-0.01,0.17,0.04,0.10,0.00,-0.00,-0.02,0.34,-0.65,-0.89
9.82,-1.30,-7.36,-4.79,3.19,2.00,2.09,5.10,-3.55,-4.42,0.80,-0.85,-0.66,-0.31,0.09,-0.42,0.84,0.32,0.59,-0.04,-0.16,0.17,-0.16,-0.83,0.34
9.86,5.24,-7.59,-0.40,1.52,1.79,2.62,2.49,-3.09,-2.12,0.91,-0.66,-0.53,-0.28,-0.25,-0.05,1.02,0.36,0.56,-0.20,0.01,-0.01,-0.54,0.05,-0.01
9.80,-0.03,-8.31,0.71,3.49,1.12,3.69,2.17,3.11,10.97,0.55,0.75,0.85,0.08,0.03,0.39,1.69,0.27,0.56,0.25,-0.11,-0.71,0.54,-0.76,-0.75
9.76,-2.89,-8.77,-1.91,2.38,0.91,0.85,0.74,-0.12,-0.66,0.34,-0.15,-0.32,-0.14,0.05,-0.35,0.76,0.25,0.65,-0.06,-0.09,0.03,-0.33,-0.53,0.06
9.80,5.41,-7.59,0.29,1.55,2.01,1.82,2.41,-1.94,-1.24,0.78,-0.53,-0.44,-0.12,-0.16,-0.03,0.96,0.37,0.76,-0.09,0.09,0.19,-0.27,0.31,0.26
9.73,4.75,-6.19,-3.89,2.15,1.81,3.43,-0.74,-2.52,6.09,-0.19,-0.41,0.83,-0.59,-0.21,0.25,1.05,0.39,0.71,-0.04,-0.00,0.46,-0.09,-0.01,0.61
9.99,-0.25,-6.76,-6.31,3.33,1.47,1.34,2.04,-1.48,-1.42,0.42,-0.75,-0.32,-0.04,-0.33,0.31,0.91,0.43,0.41,0.01,-0.11,0.13,0.02,-0.63,0.35
9.77,-3.61,-8.15,-3.33,1.94,1.24,0.86,1.39,-0.52,-0.89,0.58,-0.49,-0.53,-0.26,0.11,-0.27,0.96,0.36,0.57,-0.24,-0.15,0.21,-0.70,-0.72,0.39
9.95,3.18,-7.93,-2.31,1.76,1.94,3.75,-0.39,-5.13,4.84,-0.11,-0.71,0.73,0.56,-0.23,-0.24,0.80,0.45,0.35,0.18,0.12,0.14,0.51,0.75,0.48
9.87,4.97,-7.85,-0.81,1.48,1.92,2.41,1.58,-1.18,1.01,0.56,-0.25,0.28,-0.41,-0.21,0.04,1.09,0.61,0.78,0.04,0.27,-0.21,0.06,0.57,-0.25
9.69,2.56,-6.86,-4.08,3.29,2.21,3.05,1.89,-3.33,3.64,0.26,-0.49,0.36,-0.14,-0.01,0.65,1.41,0.45,0.68,0.10,0.03,0.39,0.15,0.11,0.41
9.97,-4.84,-8.58,-1.06,0.92,0.89,0.15,-0.41,-0.02,-0.01,-0.51,-0.13,-0.05,-0.01,-0.01,-0.24,0.32,0.05,0.60,-0.01,-0.01,0.10,-0.86,-0.39,0.54
9.78,-1.43,-7.65,-3.65,3.34,1.75,2.95,4.09,-4.08,-9.05,0.70,-0.79,-0.92,-0.20,0.02,-0.41,1.10,0.19,0.65,-0.10,-0.03,0.39,-0.50,-0.23,0.54
9.99,3.65,-8.65,-0.43,1.90,1.23,2.56,1.92,1.36,3.93,0.82,0.43,0.81,0.44,-0.25,-0.20,0.59,0.45,0.38,0.00,0.11,0.01,0.01,0.67,0.03
9.74,4.49,-7.67,2.32,2.23,1.90,1.78,2.87,-2.00,-1.87,0.68,-0.59,-0.47,0.07,0.12,0.26,0.99,0.87,1.00,0.02,0.68,0.12,0.02,0.79,0.12
9.71,-0.14,-7.95,2.82,4.30,1.80,1.71,5.01,-2.26,-2.23,0.65,-0.73,-0.30,-0.06,0.44,0.57,0.89,0.57,0.79,0.22,0.32,0.29,0.44,0.71,0.41
9.87,-3.05,-8.41,3.32,2.08,1.06,1.54,0.32,-1.48,-1.66,0.14,-0.90,-0.52,-0.42,-0.15,-0.38,1.37,0.27,0.66,0.16,0.16,0.65,0.44,0.91,0.72
9.95,2.68,-6.22,-4.83,1.02,3.79,3.85,-1.48,-13.16,2.53,-0.38,-0.90,0.64,0.52,-0.12,-0.22,1.31,0.37,0.50,0.35,0.16,0.46,0.73,0.88,0.70
9.61,4.63,-7.74,-1.31,1.73,2.23,1.50,2.72,-1.11,0.77,0.70,-0.33,0.30,0.18,-0.07,-0.12,0.86,0.58,0.78,0.01,0.31,0.27,0.02,0.69,0.40
9.70,2.99,-7.92,0.01,3.93,2.37,1.63,5.72,-3.42,-4.60,0.61,-0.88,-0.72,0.01,0.12,0.58,0.82,0.59,0.95,0.09,0.38,0.51,0.19,0.68,0.65
9.86,-3.21,-8.69,2.81,1.76,0.61,0.59,-0.31,-0.20,-0.58,-0.29,-0.56,-0.56,-0.20,-0.08,-0.32,0.70,0.14,0.54,0.03,0.07,0.24,0.30,0.89,0.64
9.91,2.93,-6.30,-5.92,0.61,2.56,2.88,-0.63,-6.58,1.08,-0.40,-0.89,0.61,0.13,-0.13,-0.17,1.26,0.29,0.43,0.28,0.08,0.26,0.76,0.62,0.47
9.72,4.87,-7.04,-2.24,1.85,1.80,3.19,1.12,-0.91,4.96,0.34,-0.16,0.84,0.57,0.02,-0.14,0.77,0.49,0.55,0.02,0.20,0.08,0.06,0.74,0.19
9.78,3.59,-7.61,1.85,3.88,1.87,2.11,4.64,-3.29,-7.05,0.64,-0.83,-0.86,0.15,0.21,0.45,0.57,0.54,0.82,0.06,0.35,0.15,0.20,0.79,0.33
9.78,-1.30,-7.30,1.58,2.69,2.19,5.17,2.83,-10.00,-11.01,0.48,-0.88,-0.79,-0.85,-0.29,-0.42,1.43,0.32,0.54,0.29,0.13,0.41,0.63,0.74,0.53
9.69,5.57,-7.35,-0.29,1.34,2.47,1.48,2.10,-2.72,-0.26,0.63,-0.74,-0.13,0.16,-0.02,0.04,1.31,0.52,0.99,0.13,0.31,0.85,0.20,0.61,0.66
9.77,2.69,-7.26,1.95,4.17,2.41,3.19,4.81,-5.81,-11.54,0.48,-0.76,-0.87,0.07,0.30,0.59,1.36,0.47,0.93,0.24,0.25,1.11,0.38,0.58,0.88
10.02,-3.18,-7.70,5.42,1.14,0.61,0.46,-0.60,-0.17,0.13,-0.86,-0.63,0.26,-0.05,-0.11,-0.20,0.43,0.20,0.43,0.06,0.09,0.13,0.75,0.99,0.73
9.80,2.83,-6.27,-5.29,0.72,2.70,3.64,-1.52,-8.78,2.33,-0.77,-0.89,0.88,0.09,-0.16,-0.27,1.63,0.44,0.43,0.64,0.15,0.61,0.89,0.77,0.86
9.74,4.23,-7.85,0.77,2.91,2.07,1.77,4.19,-3.34,-3.71,0.69,-0.91,-0.72,0.02,0.15,0.40,0.79,0.55,0.97,0.14,0.41,0.47,0.31,0.77,0.62
10.00,-2.83,-8.53,4.31,0.65,0.62,0.38,-0.32,-0.14,0.04,-0.79,-0.57,0.18,0.03,-0.07,-0.10,0.14,0.16,0.31,0.02,0.04,0.03,0.73,0.90,0.82
9.78,-0.24,-5.93,-0.97,2.64,3.55,6.39,5.33,-21.92,-11.85,0.57,-0.97,-0.70,-0.63,-0.38,-0.41,1.66,0.50,0.59,0.70,0.19,0.76,0.85,0.64,0.78
9.73,2.60,-5.70,-4.84,1.00,3.55,4.34,-2.77,-13.21,3.72,-0.78,-0.86,0.86,0.02,-0.22,-0.36,2.02,0.62,0.60,1.12,0.26,0.98,0.90,0.69,0.81
