-3.18,-5.85,-7.03,0.04,-0.05,-0.09
-3.25,-5.58,-7.17,0.05,-0.23,-0.07
-3.50,-5.40,-7.65,-0.06,-0.04,0.02
-3.34,-5.34,-7.30,-0.04,-0.02,-0.07
-3.46,-5.65,-7.35,-0.15,-0.07,-0.07
-3.47,-5.20,-7.56,-0.20,-0.04,-0.03
-3.55,-4.94,-7.71,0.03,-0.02,0.03
-3.73,-5.21,-7.66,0.15,0.01,0.01
-3.46,-5.29,-7.70,0.17,0.02,-0.04
-3.51,-5.66,-7.52,0.18,0.01,-0.06
-3.43,-5.78,-7.41,0.03,0.04,-0.11
-3.17,-5.43,-7.21,0.03,0.04,-0.10
-2.87,-5.47,-7.09,0.07,0.08,-0.05
-3.08,-5.78,-7.43,0.05,0.06,-0.01
-3.02,-5.68,-7.25,0.08,0.14,-0.02
-3.09,-5.75,-7.41,-0.03,0.14,-0.01
-3.00,-5.58,-7.30,0.02,0.11,-0.04
-2.92,-5.72,-7.33,-0.02,0.04,-0.03
-2.87,-5.50,-7.41,-0.05,-0.02,-0.03
-2.99,-5.62,-7.51,-0.00,-0.06,-0.01
-3.14,-5.54,-7.41,-0.10,-0.03,0.01
-3.10,-5.53,-7.37,-0.07,-0.04,0.06
-2.92,-5.38,-7.44,-0.10,-0.08,0.13
-3.14,-5.56,-7.65,-0.11,-0.08,0.14
-3.13,-5.37,-7.59,-0.13,-0.05,0.11
-3.35,-5.41,-7.73,-0.11,-0.03,0.11
-3.20,-5.38,-7.71,-0.06,0.07,0.03
-3.11,-5.22,-7.69,-0.08,0.07,0.03
-3.15,-5.01,-7.80,-0.01,0.09,0.01
-3.06,-5.00,-7.62,0.02,0.01,0.03
-3.06,-5.01,-7.75,0.01,-0.03,0.04
-2.96,-5.04,-7.83,0.05,-0.10,0.05
-3.03,-5.08,-7.85,0.09,-0.12,0.04
-3.19,-5.16,-7.58,0.09,-0.13,0.06
-3.38,-5.25,-7.56,0.09,-0.13,0.09
-3.48,-5.28,-7.62,0.01,-0.09,0.09
-3.53,-5.11,-7.71,-0.02,-0.08,0.09
-3.73,-5.08,-7.55,-0.02,-0.04,0.12
-3.53,-5.09,-7.42,0.11,-0.01,0.14
-3.47,-5.37,-7.59,0.10,-0.03,0.11
-3.47,-5.21,-7.55,0.07,-0.04,0.08
-3.68,-5.12,-7.62,0.06,-0.04,0.07
-3.52,-5.10,-7.29,0.13,-0.02,0.06
-3.65,-5.21,-7.45,0.10,-0.05,0.04
-3.66,-5.17,-7.44,0.16,0.02,-0.00
-3.60,-5.15,-7.26,0.27,0.02,0.01
-3.74,-5.63,-7.14,0.19,-0.01,0.06
-3.69,-5.54,-7.07,-0.08,-0.03,0.04
-3.69,-5.19,-7.30,-0.11,-0.08,0.03
-3.73,-5.18,-7.65,-0.09,-0.07,0.03
-3.66,-5.02,-7.55,-0.01,-0.04,0.04
-3.84,-5.46,-7.60,-0.00,-0.05,0.06
-3.88,-5.28,-7.21,-0.08,-0.02,0.04
